"","X.1","X","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline","domestic","country","iso3","otherdate","url","InquiryEmail","otherdate_noyear","otherdate_day","otherdate_month","otherdate_asDate_ready","deadline_other","true_deadline","ft","myfields","positionsToKeep","new_listing"
"24",29,117,"2018-02",111461766,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Hawaii at Manoa",NA,"University of Hawaii Economic Research Org. & Department of Economics","Forecasting, Public finance, Labor, Health, Environmental, Regional, Data Science","Assistant Professor","The University of Hawai<U+2018>i at M<U+0101>noa (UHM) invites applications for the position of Assistant Professor (position 84643), a tenure track appointment with the University of Hawai<U+2018>i Economic Research Organization (UHERO, 0.75 FTE) and the Department of Economics (0.25 FTE), with locus of tenure in UHERO, College of Social Sciences, UHM, permanent, tenure track, full-time, 9-month, to begin August 1, 2019, subject to position clearance and availability of funds.
 
Duties: Conduct applied research in one or more of the following areas: economic forecasting, state and local public finance, labor economics, health economics, environmental/energy economics, urban/regional economics, or data science.  Publish in peer-reviewed academic journals, and serve as principal investigator on extramurally funded projects.  Lead UHERO Analytics<U+2014> a group of staff programmers, graduate research assistants, and undergraduate interns that develop and maintain all of UHERO<U+2019>s custom database systems; design, build and maintain custom data and web applications; and develop and deploy best-in-class visualizations, dashboards and other innovative methods to produce high-impact research outreach.  Teach undergraduate or graduate courses on Data Analysis and Visualization, and other areas as needed.  Mentor and advise students.  Conduct service and outreach in congruence with UHERO<U+2019>s mission.  Other duties as assigned by the director.

Minimum qualifications: 
1.	 A Ph.D. in economics or related social science, statistics, data science or related field from an accredited college or university or foreign equivalent. ABDs will be considered but all degree requirements must be completed prior to date of hire. ABDs must also submit a letter from their committee chair attesting that dissertation and all degree requirements will be completed prior to date of hire.
2.	Demonstrated ability to conduct high-quality applied policy analysis relevant for a regional economy.
3.	A record of research achievement (publications, grants) commensurate with time in field. 
4.	Demonstrated ability to teach undergraduate and graduate courses and mentor and advise students in the applicant<U+2019>s area of expertise.

Desirable qualifications:  Demonstrated ability to communicate statistical analysis and research results via data visualization; demonstrated ability to manage projects while supervising staff, graduate and undergraduate students; demonstrated ability modeling and forecasting regional or national economies; demonstrated proficiency with programming languages used for data scraping, manipulation, and development of data-driven web apps, such as Perl, Python, Ruby, etc.; demonstrated ability with database development and management;  demonstrated knowledge of Hawai`i<U+2019>s economy.

Pay Range:  Commensurate with qualifications and experience.

To apply: Applicants apply online through Job Openings for Economists at https://www.aeaweb.org/joe/cand.php. Note regarding official transcripts:  copies are acceptable, however, official transcripts will be required upon hire. Application materials will not be returned. Incomplete applications will not be accepted. 

Inquiries: Carl Bonham (bonham@hawaii.edu)

Continuous recruitment. Review of applications will begin on December 13, 2018 and will continue until the position is filled.  First-round interviews will be conducted at the AEA meetings in Atlanta.

EEO/AA, Clery Act, ADA

The University of Hawai'i is an Equal Opportunity/Affirmative Action Institution and is committed to a policy of nondiscrimination on the basis of race, sex, gender identity and expression, age, religion, color, national origin, ancestry, citizenship, disability, genetic information, marital status, breastfeeding, income assignment for child support, arrest and court record (except as permissible under State law), sexual orientation, domestic or sexual violence victim status, national guard absence, or status as a covered veteran.      

Employment is contingent on satisfying employment eligibility verification requirements of the Immigration Reform and Control Act of 1986; reference checks of previous employers; and for certain positions, criminal history record checks.             

In accordance with the Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act, annual campus crime statistics for the University of Hawai'i may be viewed at: https://www.hawaii.edu/titleix/help/campus-security/, or a paper copy may be obtained upon request from the respective UH Campus Security or Administrative Services Office.

Accommodation Request:  The University of Hawai'i complies with the provisions of the Americans with Disabilities Act (ADA).  Applicants requiring a reasonable accommodation for any part of the application and hiring process should contact the EEO coordinator directly.  Determination on requests for reasonable accommodation will be made on a case-by-case basis.  For further information, please refer to the following link: https://www.hawaii.edu/offices/eeo/accommodation-request/

The University of Hawai'i does not discriminate on the basis of age, race, sex, color, national origin, or disability in its programs and activities.  For more information or inquiries regarding these policies, please refer to the following link: https://www.hawaii.edu/titleix/help/coordinator/
",NA,NA,NA,"UNITED STATES Hawaii Honolulu","J - Labor and Demographic Economics
Q5 - Environmental Economics
Q4 - Energy
I1 - Health
H7 - State and Local Government; Intergovernmental Relations
C4 - Econometric and Statistical Methods:  Special Topics
C8 - Data Collection and Data Estimation Methodology; Computer Programs",NA,TRUE,"UNITED STATES","USA","December 13, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461766","bonham@hawaii.edu","December 13",13,12,"2018-12-13","2018-12-13","2018-12-13",TRUE,TRUE,TRUE,TRUE
"25",30,4,"2018-02",111461910,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Ball State University",NA,"Department of Economics","Assistant Professor of Economics","Assistant Professor of Economics","The Department of Economics invites applications for two tenure-track positions at the rank of Assistant Professor starting August 16, 2019.  Responsibilities include maintaining an active research agenda and teaching undergraduate and MBA level classes in economics and statistics.

Minimum qualifications: ABD in economics or related field  from an accredited college or university.  

Employer will consider sponsorship.	

Preferred qualifications: Ph.D. in economics or a related field from an accredited institution with expertise in health economics, industrial organization, law and economics, or applied microeconomics. Strong research and teaching potential.

Apply online at: http://bsu.peopleadmin.com/postings/15387.  Include the following documents with your application:  cover letter addressed to Dr.  John Horowitz, Curriculum Vitae and job market paper.  Submit job market paper under Research Statement/Papers category.  Teaching statement and teaching evaluations may be uploaded to the Teaching Statement/Portfolio category.  Other materials such as a research statement or other research papers may be uploaded under the <U+201C>Other<U+201D> category.

Although the option to upload copies of transcripts is available in the application, an official, original transcript showing the highest related degree earned is required at time of hire. Additionally, a degree verification will be ordered at time of hire.

Review of applications will begin immediately and will be accepted through  December 14, 2018. 

EEO/AA Employer/Veterans/Disabled",NA,NA,NA,"UNITED STATES Indiana Muncie","A - General Economics and Teaching","2018-12-14",TRUE,"UNITED STATES","USA","December 14, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461910","","December 14",14,12,"2018-12-14","2018-12-14","2018-12-14",TRUE,TRUE,TRUE,TRUE
"26",31,15,"2018-02",111461565,"Full-Time Nonacademic","Central Bank of Chile","Monetary Policy Division","Economic Research Department","Research Department","Research Economist/ Senior Economist","The Economic Research Department at the Central Bank of Chile is seeking to fill one position for a Research Economist/Senior Economist depending on experience. Preferred areas of expertise include <U+2014>but are not limited to<U+2014> monetary economics, banking, macroeconometrics, international economics, and macroeconomics of labor markets. 

The job<U+2019>s main responsibility is to engage in academic research for publication in academic journals. Other duties involve participating in applied-research projects conducted by the Bank, briefing the Board in topics of his/her expertise, and collaborating in the organization of international conferences and workshops. Excellent research skills are vital, as are good writing and speaking skills. Proficiency in Spanish is desirable but not required. Candidates must have a PhD in economics or finance or reasonably expect to complete all requirements for the degree by September 2019. Experienced applicants must have a record of publications in renowned academic journals. 

The Economic Research Department offers an outstanding research environment and competitive salary and benefits. The Department is composed by seven research economists/senior economists and six research assistants. Funding for traveling and a large flow of visitors ensure strong international exposure. The Bank currently employs more than 40 PhD graduates in its different departments.",NA,NA,NA,"CHILE Santiago","E - Macroeconomics and Monetary Economics
F3 - International Finance
F4 - Macroeconomic Aspects of International Trade and Finance
G2 - Financial Institutions and Services","2018-12-15",FALSE,"CHILE","CHL","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461565","",NA,NA,NA,NA,NA,"2018-12-15",TRUE,TRUE,TRUE,TRUE
"27",32,78,"2018-02",111461738,"Full-Time Nonacademic","Research Affiliates","Research and Investment Management","Research","Finance
Investment Management","Senior Researcher","Research Affiliates is committed to being the preeminent source of insights and products that transform the global investment community for the benefit of investors. Demonstrating our strong research focus, RA partners with some of the world<U+2019>s leading financial institutions to distribute market-changing products in quantitative fundamental equities, systematic quantitative investing, and tactical asset allocation. Our high-reaching edge is the strength of our research, our product development capabilities, and our focus on culture. We support principles of sustainability and diversity.

The primary responsibilities of a Senior Researcher may include: applying quantitative research techniques to better understand the drivers of risk and return across and within financial markets; analyzing and developing new quantitative investment strategies; communicating this research clearly through writing and/or public speaking; and crafting these insights into market-impacting products. You should possess Ph.D. level training in financial economics, empirical asset pricing, and econometrics. Proficient programming and data management skills are needed. You should expect to collaborate with others on long-term research projects and possess strong teamwork skills, with the ability and desire to actively discuss both theories and empirical methods with the broad research team. 

Those who match Research Affiliates cultural values will possess curiosity and a willingness to continually learn, show up authentically, take responsibility for their actions, and be strong collaborators both within and outside the firm.

Roles and Responsibilities: 
<U+2022>	Work on directed projects in quantitative strategies assigned by the research team managers
<U+2022>	Publish articles in practitioner journals and present research at internal seminars and external conferences
<U+2022>	Assist in due diligence meetings to provide technical support to client facing team

Education and Experience:
<U+2022>	Ph.D. Degree in Finance, Economics, or other quantitative field
<U+2022>	Experience as research assistant to finance or economics professors helpful
<U+2022>	Strong written and verbal interpersonal skills
<U+2022>	Strong intuition of capital markets and theoretical investment concepts
<U+2022>	Team player and able to effectively and efficiently lead in a collaborative environment

We will conduct interviews with selected candidates at the 2019 AEA/AFA meeting.

Please submit resumes (if available, include job market paper and letters of recommendation) via e-mail using the subject line <U+201C>AFA 2019<U+201D> to:
RIMresume@rallc.com

","Competitive",NA,NA,"UNITED STATES California Newport Beach","00 - Default: Any Field","2018-12-15",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461738","resume@rallc.com",NA,NA,NA,NA,NA,"2018-12-15",TRUE,TRUE,TRUE,TRUE
"28",34,142,"2018-02",111461755,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Yale University",NA,"Department of Statistics and Data Science","Department of Statistics and Data Science","Assistant, Associate, and Full Professor Positions","Yale University's Department of Statistics and Data Science invites applications for open rank faculty positions to start in July 2019. The Department seeks outstanding researchers having expertise in both theory and applications, with significant interests in working with real data. The hiring committee especially encourages applications from scholars working in the areas of machine learning, computational social sciences, and text analysis.

The Department is growing, and has recently hired four new faculty, with research interests spanning statistical theory, machine learning, algorithms for cryo-electron microscope imaging, ethics and fairness in machine learning, and political science. 

Yale recently announced five priority areas for investment in science, one of which is to establish a University-wide Institute for Integrative Data Science and its Mathematical Foundations. The Institute will foster collaboration between many different components of the University, bringing together faculty and students across the sciences, social sciences, medical school, arts and humanities. New faculty in the Department of Statistics and Data Science will have an opportunity to play a key role in establishing this new institute, where machine learning is expected to be an area of focus.

The Department has a growing Ph.D. program, and a new undergraduate major in Statistics and Data Science that has 120 majors, including 45 seniors, in only its second year. Excellence in teaching is valued, and new faculty will have opportunities to design courses that align with their research interests.

Applications submitted by December 15, 2018 will be given highest priority. Candidates should hold a PhD or equivalent degree in a field related to Statistics and Data Science at time of employment.

Applicants should submit their curriculum vitae, a research statement, teaching statement, and arrange for the submission of at least three letters of recommendation. Applications submitted by December 15, 2018 will be given highest priority. Please apply at http://apply.interfolio.com/55724.  

More information about the department may be found at http://sds.yale.edu.  Questions regarding the application process can be sent to sds.searches@yale.edu.
 
Yale is an affirmative action equal opportunity employer. Yale values diversity among its students, staff, and faculty and strongly welcomes applications from women, persons with disabilities, underrepresented minorities, and protected veterans.
 

",NA,NA,NA,"UNITED STATES Connecticut New Haven","C1 - Econometric and Statistical Methods and Methodology:  General",NA,TRUE,"UNITED STATES","USA","December 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461755","sds.searches@yale.edu","December 15",15,12,"2018-12-15","2018-12-15","2018-12-15",TRUE,TRUE,TRUE,TRUE
"29",35,53,"2018-02",111461737,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Minerva Schools at KGI","Arts and Sciences","Social Sciences","economic development, econometrics, economic theory, applied economics, global macroeconomics","Faculty - Economics","We are currently appointing faculty to teach undergraduate courses in the social sciences beginning in the 2019-2020 academic year. We welcome applications from people at all career stages (e.g., Assistant, Associate and full Professor levels). Our courses are broad, and we are especially interested in applicants with degrees in economics who could teach a number of different classes. This position is remote. 

All Minerva classes are held on the Minerva Active Learning Forum, a web-based platform that supports real-time, synchronous seminars with high levels of student-faculty interaction. Students live together in residence halls, traveling to 7 different cities over their four undergraduate years of study. Because all classes are taught on our technology platform, you have complete flexibility to teach at Minerva via computer from any geographic location where there are good internet connections.

We require a Ph.D. in a relevant discipline (e.g., economics) and documented teaching experience. ABD applicants accepted if the degree will be complete by August 1, 2019. Candidates should submit a cover letter, a recent c.v., and contact information for three references. For full consideration, please submit all required materials by December 20, 2018.",NA,NA,NA,"UNITED STATES California Remote","00 - Default: Any Field",NA,TRUE,"UNITED STATES","USA","December 20, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461737","","December 20",20,12,"2018-12-20","2018-12-20","2018-12-20",TRUE,TRUE,TRUE,TRUE
"30",36,139,"2018-02",111461730,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Wesleyan College",NA,"Business and Economics",NA,"Assistant Professor of Business and Economics","Wesleyan College invites applications for a full-time, tenure-track position at the assistant professor level beginning in August 2019.

Wesleyan College, a four-year liberal arts college for women, is a leader in women<U+2019>s education. 

Excellence in teaching is our first priority, though evidence of research abilities and commitment to scholarly activity is expected.  Applicants should hold a Ph.D. in Economics or related discipline and the ability to teach a variety of courses at the undergraduate and graduate levels (A.B.D. will be considered.) The department is especially interested in finding someone to teach macroeconomics, finance, money & banking, history of economic thought, and international business courses. Courses in managerial economics and finance are available in our MBA program.  Teaching load is seven courses in the academic year. 

Interviews will be held at the American Economic Association meeting in Atlanta, Georgia, January 4-6, 2019, for candidates who are attending the conference. 

Wesleyan College is committed to a diverse faculty and welcomes applications from women and persons of color. EOE.

A complete application consists of: 
o	letter of application,
o	vitae, 
o	a statement of teaching philosophy and how you have supported diversity in your work, 
o	three references
o	any other supporting documents",NA,NA,NA,"UNITED STATES Georgia Macon","A - General Economics and Teaching","2018-12-21",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461730","",NA,NA,NA,NA,NA,"2018-12-21",TRUE,TRUE,TRUE,TRUE
"31",37,123,"2018-02",111461846,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Melbourne","Faculty of Business and Economics","Melbourne Institute Applied Economic & Social Research","Labour Economics
Economics of Education
Economics of Healthcare Financing and Organisation
Public Economics
Macroeconomics","Research Fellow (Similar to Assistant Professor)","The Research Fellow positions suit applicants who are about to complete their PhD or have recently completed their PhD. Candidates should possess strong applied econometric skills (especially as applied to the analysis of longitudinal survey data and cross-section and panel administrative data, and/or working on field experiments) with evidence of or the potential to publish in leading general and field-specific economics journals.  Applicants should also have a genuine interest in engaging in policy-relevant research and in disseminating this research to a broad range of audiences.  One or more positions also available as Senior Research Fellow. 
 
The Melbourne Institute is an academic department with approximately 40 researchers that is housed in the Faculty of Business and Economics. The Melbourne Institute is considered the pre-eminent institute in Australia for applied economics research.  The Institute maintains a collegial and co-operative culture that expects academic excellence as well as the development of policy-relevant research activities that may lead to better policies and practices.
 
The Melbourne Institute offers internationally competitive salaries and benefits and a stimulating work environment.
 
Only applications made online via the EconJobMarket will be considered (see link). 
 

For more information on the Melbourne Institute, please visit melbourneinstitute.unimelb.edu.au or http://jobs.staff.unimelb.edu.au/ci/en/job/897949/research-fellowsenior-research-fellow",NA,NA,NA,"AUSTRALIA Victoria Melbourne","00 - Default: Any Field","2019-01-01",FALSE,"AUSTRALIA","AUS","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461846","",NA,NA,NA,NA,NA,"2019-01-01",TRUE,TRUE,TRUE,TRUE
"32",38,65,"2018-02",111461903,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Oakland University","School of Business Administration","Economics","Health Economics
Public Policy
Financial Economics
Actuarial Exams passed","Assistant or Associate Professor in Economics","The School of Business Administration at Oakland University invites applications for a tenure-track Assistant or Associate Professor of Economics position, with some preference given to applicants with a specialization in health economics, to teach undergraduate and MBA level courses. The faculty member is expected to develop and maintain high quality research and participate in service activities appropriate to the position beginning August 15, 2019. Evidence of public policy research or experience is also desirable. Candidates must demonstrate experience with or a commitment to diversity and inclusion.

The School of Business Administration (SBA) offers graduate and undergraduate programs that merge the teaching talent of dedicated professionals and experienced business leaders with the latest technologies and applications. Students in the SBA are encouraged to engage with the business community through internships, partnerships, and student organizations. The SBA is one of fewer than 178 institutions worldwide (less than 5%) to have both business and accounting accreditation from AACSB International, the premier business school accreditation agency. Recently, the SBA earned a spot on Princeton Review<U+2019>s Top Business Schools in the country for 2016. The school encourages high quality research in top-level journals, while maintaining standards of excellence in teaching. The position offers research support, competitive salary and excellent fringe benefits.

The Department of Economics offers a BS in Economics and a BS in Business Economics through the SBA and a BA in Economics through the College of Arts and Sciences. In addition, together with the Department of Mathematics and Statistics the department offers a BS degree in Actuarial Sciences. The School of Business Administration offers a number of Master<U+2019>s degrees: Master of Business Administration (MBA), Master of Science in Information Technology Management (MSITM) and Master of Accounting (MAcc). For more information, please visit:
https://www.oakland.edu/business/academic-departments/

Oakland University is a nationally recognized doctoral research institution located on 1,443 acres of scenic land in the cities of Rochester Hills and Auburn Hills in Oakland County, Michigan. The University has 132 bachelor<U+2019>s degree programs and 138 graduate degree and certificate programs. Academics include programs in the College of Arts and Sciences, School of Business Administration, School of Education and Human Services, School of Engineering and Computer Science, School of Health Sciences, School of Medicine and School of Nursing.

Oakland University is an Affirmative Action/Equal Opportunity Employer and encourages applications from women and minorities",NA,NA,NA,"UNITED STATES Michigan Rochester Hills","I1 - Health
G0 - General","2019-01-12",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461903","",NA,NA,NA,NA,NA,"2019-01-12",TRUE,TRUE,TRUE,TRUE
"33",39,56,"2018-02",111461400,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Murray State University","Arthur J. Bauernfeind College of Business","Department of Economics and Finance","Any field
Regional Economics
International Economics","Assistant Professor of Economics","Assistant Professor of Economics, Department of Economics and Finance, Murray State University. Full time, tenure track position to begin August 2019.

The Department of Economics and Finance at Murray State University anticipates having a tenure track opening at the rank of assistant professor beginning August 2019. All fields are encouraged to apply, but we have particular interest in candidates in regional economic development and/or international economics.  The ideal candidate should be able to teach undergraduate courses in their fields of interest, as well as Principles of Economics. The successful candidate will also have the opportunity to develop elective courses in their areas of interest.  The ability to teach in our Master<U+2019>s of Economic Development program would be very beneficial.

The successful candidate must have a documented plan for completing the Ph.D. prior to August of 2019.

Candidates must demonstrate commitment to teaching and research excellence. The successful candidate will also be expected to provide service to the University and outside stakeholders. The typical course load would be three courses per semester and may include web or interactive TV instruction.

Murray State University is an AACSB accredited, state supported, institution, located in the beautiful Kentucky Lake area of western Kentucky. Murray State University has been consistently recognized on Forbes<U+2019> <U+201C>America<U+2019>s Best Colleges<U+201D> list, the Chronicle of Higher Education<U+2019>s <U+201C>Great Colleges to Work For,<U+201D> and as <U+201C>Top Tier<U+201D> University by U.S. News and World Report.

Representatives of the Department will be at the ASSA meetings in Atlanta in January 2019. 

To apply online go to www.murraystatejobs.com and search under faculty (tenure-track) positions. Please attach a letter of application, curriculum vitae, unofficial graduate transcripts, evidence of teaching effectiveness and a recent research paper. Murray State University is an equal education and employment opportunity, M/F/D, AA employer.",NA,NA,NA,"UNITED STATES Kentucky Murray","00 - Default: Any Field
R1 - General Regional Economics
F - International Economics","2019-01-15",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461400","",NA,NA,NA,NA,NA,"2019-01-15",TRUE,TRUE,TRUE,TRUE
"34",40,60,"2018-02",111461791,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Naval Postgraduate School","GSOIS","Defense Analysis",NA,"Analytics and Modeling","Analytics and Modeling
Tenure Track Assistant/Associate/Full Professor
Defense Analysis Department
Naval Postgraduate School, Monterey, CA

The Department of Defense Analysis at the Naval Postgraduate School is seeking to fill a tenure-track position, open as to rank, in operational modeling and analytical decision-making methods. The preferred candidate will have teaching experience at the undergraduate level, at a minimum, and a publication record in deterministic and stochastic modeling, and either data analytics or game theory, preferably with defense-relevant applications. The candidate must have an interest in interdisciplinary research and willingness to work with a cross-disciplinary faculty in the areas of irregular warfare, campaign design, network analysis, operational art, and strategic decision-making. Evidence of the ability to pursue a program of innovative research and a strong commitment to and interest in graduate education is required. Position responsibilities include teaching, research, and thesis oversight. 

Minimum qualifications:
<U+2022> A Ph.D. in Mathematics, Operations Research, Industrial Engineering, Management Science, Statistics, Data Science, Economics, or other related field.
<U+2022> U.S. citizenship. Must be eligible for a security clearance.
<U+2022> Strong publication and teaching record in the above fields.

For complete job description contact sfeverto@nps.edu


",NA,NA,NA,"UNITED STATES California Monterey","Z - Other Special Topics","2019-01-15",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461791","sfeverto@nps.edu",NA,NA,NA,NA,NA,"2019-01-15",TRUE,TRUE,TRUE,TRUE
"35",41,1,"2018-02",111461818,"Full-Time Nonacademic","Airbnb",NA,NA,NA,"Data Scientist, New Grad- Inference","About Airbnb
Our inference data scientists are deep in understanding the complications of running experiments in a two-sided marketplace, power analysis and stopping criterions, and statistical models to improve power/significance. Another interesting problem space is understanding what to do when we are unable to conduct experiments. How do we understand the impact of something new?

Some examples of projects we currently need help with:
-Develop experiments to reduce friction in the listing creation process for hosts
-Designing experiments to measure the lift when displaying hotel rooms on our platform
-Create product experiments (on service fees, early demand, etc) and measure the impact on market dynamics (such as competitors).
-Improve the statistical methodology behind our experimentation platform to ensure that our understanding of product changes is rigorous and accurate

Skills and Qualifications:
-PhD in Economics, finance, quantitative marketing or highly related field
-Solid understanding of statistics
-Ability to write clean and concise code, especially in R or Python
-Keen eye for detail and thoughtful investigation of data before relying upon it
-Ability to partner with cross-functional teams using strong written and verbal communication
",NA,NA,NA,"UNITED STATES California San Francisco","C1 - Econometric and Statistical Methods and Methodology:  General
D - Microeconomics","2019-01-31",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461818","",NA,NA,NA,NA,NA,"2019-01-31",TRUE,TRUE,TRUE,TRUE
"36",42,19,"2018-02",111461810,"Full-Time Nonacademic","Competition Dynamics, Inc.","Litigation Support and General Research",NA,"Industrial Organization
Technological Change
International Trade
Antitrust
Intellectual Property
Expert Reports
Data Analysis","Consulting Economist","The Opportunity:
Competition Dynamics (CD) is looking to hire an exceptionally talented PhD to join its consulting and expert testimony practice in a key role, which, for qualified individuals, could lead to an eventual appointment as an expert witness. 
In this position you will work side by side with CD<U+2019>s founder and expert, Dr. Jonathan Putnam, and have the opportunity to not only influence the outcome of major cases, but also learn the role of expert witness. Candidates who can demonstrate intellectually rigorous research and analysis in the areas of industrial organization, technological change, or international trade will find this a unique opportunity to learn on the job from one of the country<U+2019>s leading experts.  Also, prior research in the economics of intellectual property or in innovation theory and economics, would be beneficial. In exceptional circumstances, strong candidates with a focus on other empirical research areas will also be considered.
You will need to bring sophisticated and creative thought to CD<U+2019>s research and analysis in its preparation of expert testimony and reports for litigation. You will assist the project managers in their case preparation and on occasion take on the role of project manager.
You will also have the opportunity to bring your own research agenda to CD as it seeks to develop more reliable and more comprehensive solutions to global high-technology conflicts. 

About Competition Dynamics:
Competition Dynamics is an owner-operated economic consulting boutique devoted exclusively to economic research and testimony at the intersection of antitrust, intellectual property, and international trade. Intellectual Asset Management magazine recently noted that Competition Dynamics<U+2019> <U+201C>analysis has a certain rigor that is hard to find elsewhere<U+201D>.
CD was founded in 2012 by Jonathan Putnam, an expert with over 30 years of experience with the economics of intellectual property, R&D, productivity growth, industrial organization and international trade. Dr. Putnam has been retained in more than 100 consulting engagements and has testified more than 20 times in U.S. state and federal courts, before the U.S. Federal and International Trade Commissions, and in U.S. and international arbitrations, including very large (in excess of $1 billion) and sophisticated cases. 

Duties and Responsibilities:
As the Consulting Economist you will 
1.	Create and review the content of the expert reports for intellectual rigor, thoroughness of analysis and creative problem solving.
2.	Assist in evaluating client cases, formulating the damage theories and identifying the best approaches to each case.
3.	Manage projects and assist other project managers in the production of expert witness reports and the overall preparation of expert witness testimony. 

Required Qualifications And Attributes:
1.	You have a PhD in economics from a top university and have earned the reputation as an innovative thinker who is able to create comprehensive solutions to complex problems.
2.	You have demonstrated project management and report writing skills, enabling you to concisely summarize the facts of a legal case and generate professional-quality reports on tight deadlines.
3.	You are strong at data handling and analysis, and are proficient in SAS, Stata, or MATLAB.
4.	Your English communication skills are excellent in both verbal and written form, and you are able to articulate complex economic concepts and explain these in a way understandable to the general public.
5.	You are a proactive self-starter, able to manage multiple projects and priorities.
6.	You thrive in a challenging work environment and perform well in high stress situations.
7.	You are able to teach and mentor junior staff.
8.	You have the availability to work long hours, evenings and weekends as necessary, and to travel for client meetings on short notice.
","$150,000 to $185,000",NA,NA,"UNITED STATES Massachusetts Salem","00 - Default: Any Field","2019-01-31",TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461810","",NA,NA,NA,NA,NA,"2019-01-31",TRUE,TRUE,TRUE,TRUE
"37",43,23,"2018-02",111461770,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Ecole polytechnique f<U+00E9>d<U+00E9>rale de Lausanne (EPFL)","College of Management of Technology (CDM)",NA,"Faculty Position Business Analytics","Faculty Position in Business Analytics","The College of Management of Technology (CDM) at EPFL invites applications for a faculty position in the area of Business Analytics with a focus on Prescriptive Analytics. Preference will be given to candidates at the tenure track level (Assistant Professor). 

The CDM seeks outstanding individuals with a strong quantitative background in business analytics, applied probability, optimization, statistics, machine learning or data mining. Successful candidates will have a clear research focus on using data analytics to drive domain-specific decisions in application areas such as: 

<U+2022>	Data-driven decision making 
<U+2022>	Customer analytics and demand forecasting 
<U+2022>	Data analytics in supply chain management 

We are searching for applicants who are committed to excellence in research. A doctorate will be required at the starting date. The candidate will be expected to develop an independent and competitive research program in a multidisciplinary environment, supervise own PhD students and engage with researchers in related fields across the EPFL campus. S/he must have a strong commitment to excellence in teaching and contribute to CDM<U+2019>s recently created orientation in business analytics. 

EPFL offers internationally competitive salaries, generous research support, significant start-up resources and outstanding research infrastructure. Academics in Switzerland enjoy many research funding opportunities, as well as an exceptionally high standard of living. 

The CDM Search Committee invites applications including the following documents in PDF format: cover letter; curriculum vitae including publications list; research statement; teaching interest; name, address and email of 3 references (for a junior position). Complete applications must be submitted by December 15th, 2018 at
 
https://facultyrecruiting.epfl.ch/position/12681217

Letters of nomination, expressions of interest or inquiries may be addressed confidentially to:
 
Prof. Ralf Seifert
Chair of the Search Committee
E-mail: ralf.seifert@epfl.ch 

For additional information, please consult www.epfl.ch, cdm.epfl.ch

EPFL is an equal opportunity employer and family friendly university. It is committed to increasing the diversity of its faculty. It strongly encourages women to apply.
",NA,NA,NA,"SWITZERLAND","00 - Default: Any Field","2019-01-31",FALSE,"SWITZERLAND","CHE","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461770","ralf.seifert@epfl.ch",NA,NA,NA,NA,NA,"2019-01-31",TRUE,TRUE,TRUE,TRUE
