"","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline"
"71","2018-02",111461609,"US: Other Academic (Visiting or Temporary)","Princeton University","Department of Economics","Industrial Relations Section",NA,"Postdoctoral Research Associates","Postdoctoral Research Associates AY2019-2020

The Industrial Relations Section (IRS) and the Department of Economics invite outstanding researchers to apply for appointments as IRS Postdoctoral Research Associates. Current IRS research interests cover labor economics, broadly defined, and include but are not limited to: aspects of unemployment and racial discrimination, the economics of labor supply and retirement, education,wage and employment determination, labor turnover and job duration, and labor unions. Research Associates will work closely with one or more IRS faculty members during their stay and participate in the activities of the IRS, including faculty-graduate seminars, workshops and public lectures, and enjoy access to a wide range of other activities throughout the University. Postdoctoral Research Associates may participate in the teaching program depending on departmental need, if mutually agreed. The program is open to all regardless of citizenship, and does not support work towards the completion of a degree. The term of appointment is one year.   

Applicants must apply online at https://www.princeton.edu/acad-positions/position/9363and submit a cover letter, CV, samples of original work and contact information for three references. Applicants must have received a PhD in Economics within the past three years, and must not be employed by another institution during their appointment at Princeton.",NA,NA,NA,"UNITED STATES New Jersey Princeton","J0 - General
J - Labor and Demographic Economics","2019-03-31 00:00:00"
"72","2018-02",111461654,"Full-Time Nonacademic","Reserve Bank of India (RBI)","Strategic Research Unit (SRU)","HRMD","Recruitment of PhDs in Grade <U+2018>B<U+2019> for Research Positions in Reserve Bank of India","Recruitment of PhDs In Grade B For Research Positions","Recruitment of PhDs in Grade <U+2018>B<U+2019> for Research Positions in Reserve Bank of India

Reserve Bank of India <U+2013> India<U+2019>s Central Bank, invites applications from individuals with Ph.D. in economics or finance for Research Positions in the Bank. Candidates for entry-level jobs should have completed their Ph.D. on or before July 31, 2019 and demonstrate research potential of international standards. We provide supportive resources such as proprietary and publicly available datasets, research assistance, appropriate computing facilities, and the opportunities to work on a range of collaborations with institutions and scholars of repute. Appointment will be either on contract basis or permanent absorption basis as chosen by the candidate (at the time of interview). Candidates for these entry-level positions should be below 34 years as on October 01, 2018. 

The RBI Team visits ASSA Venue for the first round of interviews.

For all other details such as eligibility criteria, reservation of vacancies, scheme of selection, submission of on-line application and other instructions, please refer to the detailed advertisement to be published on the Bank<U+2019>s website (www.rbi.org.in) on 30 Oct, 2018. Candidates can apply for these posts only by online mode through the Bank<U+2019>s website.

Important Dates:
Website Link Open - for online Registration of Applications and Payment of Fees/Intimation Charges - From 30 October, 2018 to 30 November, 2018

Last date for receipt of online applications with prescribed fee - 30 November , 2018

NOTE: Corrigendum, if any, issued on the above advertisement, will be published only on the Bank<U+2019>s website.","As mentioned in the Advertisement (www.rbi.org.in)",NA,NA,"INDIA Maharashtra Mumbai","00 - Default: Any Field","2018-11-30 00:00:00"
"73","2018-02",111461663,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Saint Josephs University",NA,NA,"Environmental Economics
Urban Economics","Assistant Professor in Economics","Position Summary: 
Saint Joseph<U+2019>s University invites applications for a full-time, tenure-track assistant professorship in economics beginning August 2019 in the field of Environmental or Urban Economics, with expertise and experience Geographical Information systems (GIS).

Duties and Responsibilities:	
Primary responsibilities include research and undergraduate teaching in economics. The successful candidate will teach Environmental/Urban Economics, economics courses, introductory microeconomics and/or macroeconomics, and introductory and application courses in Geographical Information Systems (GIS) This position includes the opportunity to work with colleagues from many departments to develop a new, inter-disciplinary program in GIS.

Minimum Requirements: 
Ph.D. in hand by August 2019. ABD candidates will be considered.

On-line applications only. Please provide a letter of application/interest and resume.  For a complete description of position responsibilities, qualifications, and to apply, please visit: https://jobs.sju.edu/postings/15915.

Saint Joseph's University is a private, Catholic, and Jesuit institution and expects members of its community to be knowledgeable about its mission and make positive contributions to that mission. Saint Joseph's is an equal opportunity employer that seeks to recruit, develop and retain a talented and diverse workforce. 
 
EOE M/F/D/V
",NA,"131096",NA,"UNITED STATES Pennsylvania Philadelphia","A1 - General Economics
00 - Default: Any Field","2019-01-31 00:00:00"
"74","2018-02",111461596,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","School of Finance at Nankai University",NA,NA,"Finance, Insurance and Risk Management, Actuarial Science, Financial Engineering, Fintech and Big Data Analysis in Finance and Insurance, Financial Economics, Macro/Microeconomics, Theoretical and Applied Econometrics, and other interrelated subjects in Economics, Statistics, Business Administration, and Public Administration.","Tenured/Tenure-Track Faculty Positions","The School of Finance at Nankai University invites applications for tenured/tenure-track faculty positions at all levels (including assistant professor, associate professor and full professor) in the fields of Finance, Insurance and Risk Management, Actuarial Science, Financial Engineering, Fintech and Big Data Analysis in Finance and Insurance, Financial Economics, Macro/Microeconomics, Theoretical and Applied Econometrics, and other interrelated subjects in Economics, Statistics, Business Administration, and Public Administration. The subfields of insurance and risk management may include interdisciplinary subjects related to insurance: Disaster and Catastrophe Risk Management and Insurance, Ocean Engineering and System Reliability, Contingency Management, Social Governance etc.

Appointments commence in fall 2019.  Salary and benefits are highly competitive. Applicants are expected to complete their Ph.D. programs in 2019.

Located in Tianjin, China and founded in 1919, Nankai University is one of the most premier institutions in China. The School of Finance offers undergraduate, masters and Ph.D. programs. The school seeks outstanding junior and senior faculty members to fulfill its mission to become a leading finance school. More information about the school can be found here at http://finance.nankai.edu.cn/",NA,NA,NA,"CHINA Tianjin","G1 - General Financial Markets
G2 - Financial Institutions and Services
G3 - Corporate Finance and Governance
G4 - Behavioral Finance","2018-11-25 00:00:00"
"75","2018-02",111461334,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Shandong Univeristy","Center for Economic Research",NA,"Econometrics, Microeconomics, Macroeconomics, and Finance","Assistant Professor, Associate Professor, Professor","Center for Economic Research, Shandong University is one of the most leading research and education institutions for institutional economics (including Law and Economics & Evolutionary Economics), Econometrics, Macroeconomics, Microeconomics Economics, Behavioral and Experimental Economics, Environmental Economics, Language and Economics in China. Currently, CER has acquired the authorization of PhD<U+2019>s Degree and Master's degree in all the fields of Theoretical Economics and Applied Economics. The current dean is Professor Dr. Huang Shao-an, a distinguished economist honored with <U+201C>Cheung Kong Scholar<U+201D>.
 
Center for Economic Research invites applications for full-time faculty positions starting from 2019. Candidates should be capable of teaching and specializing in one of the following subjects: Econometrics, Microeconomics, Finance, and Macroeconomics. Candidates will receive competitive compensation packages with annual income no less than RMB450,000 (negotiable), research starting fund and senior positions and job title (e.g. Associate Professor or Professor). If you are interested in applying, please send a cover letter with curriculum vitae, samples of your written work, and three reference letters (including any teaching evaluations) to Qian Wei (weiqian1979@163.com)","RMB450,000/1year",NA,NA,"CHINA Shandong,   Jinan","C1 - Econometric and Statistical Methods and Methodology:  General","2019-01-03 00:00:00"
"76","2018-02",111461359,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Shandong University",NA,"School of Economics","Public Economics
Finance
International Economics","Assistant, Associate and Full Professor","2018-2019 Recruiting from Shandong University, China

The School of Economics of Shandong University invites applications for 3-5 faculty positions as Assistant, Associate, or Full Professor. Fields in Public Economics, International Economics, Finance, Insurance and Actuarial Science will be on our top priority this year. Salary and benefits are competitive. Applicants should expect to have a Ph.D. completed by August 1, 2019. Candidates should apply and complete applications by December 25, 2018 in order to be interviewed at the AEA meetings in Atlanta, Georgia in January 2019. The positions are open until filled. Applications must be submitted electronically to Ms. Joy Han at foreigneco@sdu.edu.cn. A complete application should include 1) cover letter; 2) CV; 3) three reference letters; 4) samples of research. If you have any questions regarding the recruitment process, please feel free to contact Ms. Joy Han at +86-531-88369992 or foreigneco@sdu.edu.cn.",NA,NA,NA,"CHINA Shandong Jinan","D - Microeconomics
E - Macroeconomics and Monetary Economics
F - International Economics
G - Financial Economics
H - Public Economics","2018-12-25 00:00:00"
"77","2018-02",111461619,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Singapore Management University",NA,"School of Economics","Economics and Society","Assistant Professor of Economics (Education)","The School of Economics (SOE) at Singapore Management University invites applications for the full-time non-tenurable position of Assistant Professor of Economics (Education). Candidates with exceptional qualifications and experience may be considered for appointment as Associate Professor of Economics (Education).

An Assistant Professor of Economics (Education) is expected, in particular, to:

(i) Deliver a total of six (6) sections of undergraduate and/or postgraduate courses assigned by the Dean in consultation with the individual faculty member; In the first instance, we are seeking individuals to teach Economics and Society (https://www.smu.edu.sg/programmes/core-curriculum/course-structure/economics-society) to suit our immediate teaching needs; Interested faculty may also have an opportunity to teach a section of another course according to their teaching interests and in consultation with the Dean.

(ii) Develop teaching and learning materials for the course curricula, including online material, videos, test banks, grading rubrics, adaptive learning tools, handouts, cases, and textbook, where appropriate;

(iii) Conduct pedagogical research;

(iv) Provide guidance to students regarding the relevant course material, as well as general programme planning, course selection and related academic matters; and

(v) Provide service to the School and University, including participation in events, outreach activities and engagement with stakeholders.

Applicants should have a PhD degree in Economics, experience in active and blended learning pedagogy, and a track record of excellent teaching. Experience in teaching entry level economics courses and an interest in multidisciplinary work (teaching and/or research) encompassing societal elements is desirable.
",NA,NA,NA,"SINGAPORE Singapore","00 - Default: Any Field","2018-12-08 00:00:00"
"78","2018-02",111461702,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Southern Utah University","Dixie L. Leavitt School of Business","Economics and Finance","Lecturer of Economics","Lecturer in Economics","The Department of Economics and Finance at the Dixie L. Leavitt School of Business at Southern Utah University is seeking applicants for a full-time lecture position. With a university focus on experiential learning, we are looking for candidates that can provide quality experiences in the undergraduate curriculum. Expected course load is 5 courses a semester with an average class size of around 40. Course assignment will be based on experience and expertise. In addition to offering core courses in Economics, the department offers a course called US Economic History which fills an American Institutions general education requirement. Our undergraduate degree has a quantitative emphasis and also services the Data Analytics and MBA programs. 

Other responsibilities consist of mentoring and engaging with students in alignment with the mission and vision of the University. 

Qualified candidates will have
1. Master<U+2019>s degree or PhD in Economics or related field
2. Ability to provide an excellent educational experience for students
3. Willingness to contribute to the department and college

Priority will be given to applications arriving before December 15, 2018
","Commensurate with experience",NA,NA,"UNITED STATES Utah Cedar City","00 - Default: Any Field
A - General Economics and Teaching",NA
"79","2018-02",111461698,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Southwestern University of Finance and Economics",NA,"Survey and Research Center for China Household Finance","Economics
Finance
Management","All Ranks","The Survey and Research Center for China Household Finance (CHFS) of the Southwestern University of Finance and Economics (SWUFE) in Chengdu, China invites applications for a number of tenure-track and tenured positions in all fields of economics, finance, and management. The compensation package includes salary starting at RMB 350,000, research fund, and a housing allowance of RMB 180,000. We are especially looking for applicants with interest and capability in policy-relevant research. 

SWUFE, located in historic but affordable Chengdu, is one of the best universities in China and the largest Chinese university specializing in economics and management with more than 20,000 full-time students. CHFS is one of China's best-known think tanks. Building databases, including data collection and integration, is one main task of CHFS. In addition, CHFS promotes policy and academic research on real estate, income distribution, family finance, urban and rural governance, and other fields. CHFS also conducts field experiments to explore and develop theory and practical applications for income distribution system reforms and anti-poverty policies.

For more information about us, please visit https://chfs.swufe.edu.cn/","350,000 RMB",NA,NA,"CHINA Sichuan Chengdu","00 - Default: Any Field","2018-12-01 00:00:00"
"80","2018-02",111461670,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Southwestern University of Finance and Economics","China Center for Behavioral Economics and Finance","Economics","Experimental Economics, Behavioral Economics, Behavioral Finance","Assistant/Associate/Full Professor in Economics or Finance","Southwestern University of Finance and Economics (SWUFE) is located in Chengdu, China, a historic city of rich Chinese culture and a place well-known as <U+201C>the land of abundance<U+201D>. The university, with a history of 93 year, is one of the top universities that specialized in economics, finance and management in China. It is one of the <U+201C>Double First-Class<U+201D> universities credited by Chinese Ministry of Education and has cultivated many famous Chinese economists. SWUFE is also one of the first group of Chinese universities that recruit faculty members from all over the world via the AEA meetings. Now SWUFE has nearly 300 oversea Ph.D. holders and professors from all over the world, especially experts and renowned scholars in finance and economics. This creates great atmosphere for academic communication and research. 

As the university highly values the development of behavioral economics and behavioral finance, the first research center in China that focuses on behavioral economics and behavioral finance -- China Center for Behavioral Economics and Finance (CCBEF) -- is founded (For more information, see https://www.swufe.edu.cn/2018-04/12/201804121310376373.html and http://ccbef.swufe.edu.cn/.) It aims to produce internationally-recognized top-quality research in experimental economics, behavioral economics, behavioral finance and other edge-cutting behavioral sciences such as genetic economics and neuro-economics. As some distinguished scholars have joined CCBEF, to build a strong research team, we now invite applicants worldwide for full-time, tenure-track research positions at assistant, associate, or full professor level. Applicants specializing in the fields of experimental economics, behavioral economics, behavioral finance, genetic and neuro-economics are welcome. 

Qualification: A qualified junior applicant should have a Ph.D. in one of these fields or should be expected to receive it before September 2019. Senior applicants should have excellent records on research and teaching. We warmly welcome non-Chinese applicants.

Job Responsibility: Quality research and teaching. 

Benefits: The job will be contract-based. Compensation package and working conditions are competitive according to the international standard. Sufficient research fund and research facilities will be provided. For candidates with strong research record, salaries are negotiable. 

Contact: Recruiting Committee, China Center for Behavioral Economics and Finance, Southwestern University of Finance and Economics, Wenjiang District, Chengdu, China. 
Email: tiansen@swufe.edu.cn
Note: Applicants who wish to go to AEA meeting 2019 for interviews please submit your application and all materials by 14th Dec 2018. However, we will continue to consider applications after the AEA meeting.
",NA,NA,NA,"CHINA Sichuan Chengdu","A - General Economics and Teaching","2019-01-31 00:00:00"
"81","2018-02",111461661,"US: Other Academic (Part-time or Adjunct)","Stanford University","Freeman Spogli Institute for International Studies","Walter H. Shorenstein Asia Pacific Research Center","Political Science
Economics
Japanese Politics or Economy
Contemporary Japan","Research Scholar","Research Scholar

The Japan Program at the Walter H. Shorenstein Asia Pacific Research Center is seeking a research scholar with a Ph.D. in political science, economics, or related areas to conduct research on Japanese politics or economy and to assist in teaching a course on Contemporary Japan. 

The position is one-year fixed-term. Start date September 1, 2019.

The research scholar will assist faculty members of the Japan Program in teaching a course on contemporary Japan:
<U+2022>	Lecture and lead class discussions 
<U+2022>	Schedule guest instructors
<U+2022>	Hold office hours for students
<U+2022>	Maintain the course website on canvas
<U+2022>	Develop topics for short papers and assist faculty instructors with evaluation process
<U+2022>	Promote student awareness of course related seminars and panel discussions that are occurring within APARC and other centers at FSI 

The research scholar may help the Japan Program organize academic conferences that will be scheduled during the academic year 2019-2020:
<U+2022>	Invite speakers and communicate agenda and logistics
<U+2022>	Participate in the conferences
<U+2022>	Author, write and publish a detailed report on the conferences
<U+2022>	Publish the report on the Japan Program website 

The research scholar will contribute to the Japan Program:
<U+2022>	Conduct his/her own research related to Japan
<U+2022>	Present his/her own research at Japan Program colloquium
Interact with other researchers at the Japan Program

Qualifications
<U+2022>	Working in a capacity which ordinarily requires a Ph.D. or its equivalent in research skill and subject knowledge, a Research Scholar is involved directly in the execution, and frequently the design, of a PI's research activities. 
<U+2022>	For consideration and job details, please submit curriculum vitae, cover letter, two writing samples on relevant topics, and three reference letters by December 01, 2018.
<U+2022>	A background check will be required for the final candidate 

Stanford is an equal opportunity employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, as well as others who would bring additional dimensions to the University<U+2019>s research, teaching, and clinical missions or any other characteristic protected by law.

Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of the job. 
 
To Apply please go to link below and look for requisition ID: 80910

https://careersearch.stanford.edu/
",NA,NA,NA,"UNITED STATES California Stanford","A2 - Economic Education and Teaching of Economics","2018-12-01 00:00:00"
"82","2018-02",111461605,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Stockholm School of Economics",NA,"Department of Finance",NA,"Assistant Professor","Faculty Positions in Finance 
 
The Department of Finance at the Stockholm School of Economics (SSE) seeks to fill one or two assistant professor positions, subject to budgetary approval. Appointment will be effective August 2019. The positions are open to candidates with any area of specialization in finance. 

Job Qualifications:

Candidates should have an established record of (or considerable promise for) high-quality research and teaching. Applicants should be close to completion or have completed their Ph.D. in Finance, Economics, or a related field.

About the School:

The Stockholm School of Economics is a private and independent institution located in central Stockholm. It is the premier place for undergraduate, graduate, and executive education in Sweden. With generous grants from the government and the private sector, the Swedish House of Finance supports our research infrastructure, including an active visitors program, a national PhD course program in finance, and a comprehensive data center that supports research in finance.

Current faculty members are Adrien d<U+2019>Avernas, Ramin Baghai, Bo Becker, Magnus Dahlquist, Mariassunta Giannetti, Michael Halling, Jungsuk Han, Alexander Ljungqvist, Vincent Maurin, Daniel Metzger, Olga Obizhaeva, Marcus Opp, Riccardo Sabbatucci, Farzad Saidi, Paolo Sodini, Jan Starmans, Per Str<U+00F6>mberg, Dong Yan, Irina Zviadadze.",NA,NA,NA,"SWEDEN Stockholm","G - Financial Economics","2018-11-15 00:00:00"
"83","2018-02",111461563,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Stockholm University",NA,"Institute for International Economic Studies",NA,"Tenure-Track Assistant Professor Position","The Institute for International Economic Studies, Stockholm University, seeks to fill a position at the tenure-track, assistant-professor level, in any field, beginning in the academic year 2019/2020. 

Applicants should have a Ph.D. in economics (or be near completion of the doctorate) and excellence in research is a prerequisite. The position comes with a low teaching load (primarily at the Ph.D. level) and a competitive salary. Applicants should submit a CV, at least three letters of recommendation, and samples of research, such as thesis chapters or publications. To ensure full consideration, applications must be submitted at http://econjobmarket.org by November 23, 2018. Candidates on a shortlist will be interviewed at the ASSA Annual Meetings in Atlanta, January 2018. Other arrangements may be possible for short-listed candidates not based in the U.S. who do not plan to attend these meetings.  

For questions, please contact: Per Krusell e-mail: per.krusell@iies.su.se or Torsten Persson, e-mail: torsten.persson@iies.su.se
",NA,NA,NA,"SWEDEN Stockholm","00 - Default: Any Field","2018-11-23 00:00:00"
"84","2018-02",111461608,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","TED University","Faculty of Economics and Administrative Sciences","Economics Department, Business Administration Department","Economics any field, Finance, Marketing and Data Analysis.","Assistant / Associate / Full Professor","TED University, Faculty of Economics and Administrative Sciences, 

Title: 				Assistant / Associate / Full Professor
Location: 			Ankara <U+2013> Turkey
Hours:			Full-time
Application Deadline: 	December 31 2018, or until the positions are filled

TED University, Faculty of Administrative and Social Sciences invites applications for multiple faculty positions at all ranks listed below starting in the fall of 2019

Department of Economics,  Economics in any field
Department of Business Administration, Finance, Marketing and Data Analysis

Applicants should have a PhD degree before taking up the position.  Positions require ability to conduct independent research, and to deliver high quality teaching. 

TED University (TEDU) is a new, dynamic and progressive university, located at the heart of Ankara. It was founded by the Turkish Education Association (TED) which has been pioneering the development of education in Turkey since 1928.  For further information about the Faculty and the University, visit www.tedu.edu.tr. Regarding information about the positions please contact Dean Professor Aslihan Salih (feas@tedu.edu.tr).

To Apply:

Please send a cover letter, updated curriculum vitae, teaching philosophy statement including a sample of teaching evaluations (if available), a research statement, and current research papers, to jobs@tedu.edu.tr. Three letters of recommendation should be directly sent by letter writers.
",NA,NA,NA,"TURKEY Ankara Cankaya","00 - Default: Any Field","2018-12-31 00:00:00"
"85","2018-02",111461225,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Tehran Institute for Advanced Studies at Khatam University","Tehran Institute for Advanced Studies","Department of Economics and Finance","Microeconomics
Macroeconomics
Econometrics
Labor Economics
Industrial Organization
Finance
Public Economics
International Economics","Assistant Professor","The Department of Economics and Finance, in the Tehran Institute for Advanced Studies at Khatam University, invites applications for tenure track positions as Assistant Professor in Economics and Finance. The duration of the assistant professorship is six years including tenure review. 

The Tehran Institute for Advanced Studies at Khatam University is a newly established center aiming at excellence in research and world class training. It will grow to overhaul the whole university and become the leading research center in the region and the world. 

The Tehran Institute for Advanced Studies (https://teias.institute/) expects successful candidates to continue to publish in high quality internationally refereed journals. The position features a standard teaching load of three courses per year. Research and teaching at the Department of Economics and Finance focus on theory and applications within macroeconomics, microeconomics, empirical microeconomics, econometrics, and finance. 

Interviews will be conducted at the ASSA-AEA meetings in Atlanta, Georgia, January 2019. Your application should include cover letter, CV, transcript, 3 letters of reference and your Job Market paper. Optionally, you may submit 1-2 additional papers. 

For further information regarding the openings you may contact the search committee through recruiting@khatam.ac.ir","Internationally Competitive",NA,NA,"IRAN, ISLAMIC REPUBLIC OF Tehran","00 - Default: Any Field","2019-01-31 00:00:00"
"86","2018-02",111461648,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Tennessee Technological University","College of Business Administration","Economics Finance and Marketing","Economics
Macroeconomics
Microeconomics
Econometrics
Department Chair
AACSB","Chairperson","Chairperson, Economics, Finance and Marketing, Tennessee Tech University. 

The successful candidate will be an experienced and proactive leader who will coordinate course and program scheduling, conduct long-term strategic planning, maintain oversight of curriculum, refine departmental goals, engage the business community, and conduct and promote quality teaching, research, and service. 

Qualifications:
A doctorate in Economics, Finance, Marketing or related field from an AACSB accredited school. Five years of full-time undergraduate and graduate teaching and a record of refereed publications and professional service commensurate with appointment as an associate or full professor consistent with AACSB standards.  Excellent communication, interpersonal, and teamwork skills. Ability to interact effectively with other academic departments and operating units. Demonstrated ability to form effective partnerships across campus and the business community. A complete position summary and application procedure is available at https://jobs.tntech.edu. Screening of applicants will begin January 2, 2019 open until filled. Tennessee Tech University is an AA/EEO employer and does not discriminate on the basis of race, color, religion, ethnic or national origin, sex, disability, age (40 and over), status as a protected veteran, genetic information or any other category protected by federal or state law. Inquiries regarding the nondiscrimination policies should be directed to equity@tntech.edu.",NA,NA,NA,"UNITED STATES Tennessee Cookeville","00 - Default: Any Field","2019-01-31 00:00:00"
"87","2018-02",111461558,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","The Chinese University of Hong Kong",NA,"Department of Economics",NA,"Professors / Associate Professors / Assistant Professors","Applications are invited for:-

Department of Economics
Professors / Associate Professors / Assistant Professors
(Ref: 1800020O) (Closing Date: November 30, 2018)

The Department invites applications for professoriate posts in the following fields:
1. Money and Banking;
2. Trade/ Development/ Chinese Economy; and
3. Econometrics (2 posts, one of which preferably with research in Big Data).
Outstanding candidates in other fields are also welcome to apply.

Applicants should have a relevant PhD degree (by the time reporting for duty). For Professorship / Associate Professorship, applicants should have established record of publications in major economics journals. The appointee will (a) pursue academic research and publications; (b) apply for external research grants; (c) teach undergraduate and/or postgraduate courses according to his/her area of expertise; (d) supervise postgraduate students on their research; and (e) assist in administrative work in the Department.

Appointments will normally be made on contract basis for up to three years initially commencing August 2019, which, subject to mutual agreement, may lead to longer-term appointment or substantiation later.

Application Procedure
The University only accepts and considers applications submitted online for the post above.

Applicants should upload a full resume, copies of university transcripts, recent publications and/or research papers, and recent teaching-related information such as teaching evaluations. Please also arrange to send three letters of recommendation by e-mail to economics@cuhk.edu.hk (with indication of the post applying for).

For more information and to apply online, please visit http://career.cuhk.edu.hk.",NA,"666784",NA,"HONG KONG","00 - Default: Any Field","2018-11-30 00:00:00"
"88","2018-02",111461666,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","The International Food Policy Research Institute (IFPRI)","PHND",NA,"Applied microeconomics, economics, poverty, Washington, D.C.","Associate Research Fellow/Research Fellow (Economist)","IFPRI is recognized as a leading research institute in international development, focusing on strategies to reduce poverty and end hunger and malnutrition throughout the developing world.  In the widely used REPEC rankings of research institutions (http://ideas.repec.org/top/), IFPRI ranks #5 out of 200 institutions in development economics, #1 in agricultural economics and #2 in economics research on Africa. IFPRI<U+2019>s staff of nearly 500 (from more than 65 countries) undertake rigorous research that generates evidence to help solve the most pressing problems in development. 

IFPRI seeks an economist to serve as an Associate Research Fellow/Research Fellow for a two-year,renewable appointment in its Poverty Health and Nutrition Division (PHND). The selected candidate will conduct research in applied microeconomics, including conducting impact evaluations, on topics related to social protection; poverty; the interface between agriculture, health and nutrition; human capital development; and the role of gender in shaping development outcomes. Successful candidates will also have the opportunity to develop their own research projects and explore work in other areas that serve the broad research agenda of the Division and Institute, such as our work on large scale maternal and child health and nutrition programs.  This position is based at IFPRI headquarters located in Washington, D.C.  

Please note that Associate Research Fellow appointments at IFPRI have a maximum term of three (3) years, inclusive of any approved appointment extensions. After the maximum appointment term, Associate Research Fellows may be considered for promotion to Research Fellow based on peer-reviewed publications and other contributions to projects and the Institute.

To view the complete job description click on the following link http://chm.tbe.taleo.net/chm04/ats/careers/requisition.jsp?org=IFPRI&cws=37&rid=1912",NA,"18-148",NA,"UNITED STATES District of Columbia Washington","D - Microeconomics","2018-11-29 00:00:00"
"89","2018-02",111461700,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","The Pennsylvania State University","College of The Liberal Arts","Economics",NA,"Assistant Professor of Economics","The Department of Economics at The Pennsylvania State University seeks to fill several untenured, tenure-track junior positions over the next three years. We will consider highly qualified candidates in all fiends of economics. Candidates must demonstrate the capacity for high-quality instruction and the potential for significant research. Review of applications will begin on November 1, 2018 and continue until the positions are filled. To be considered, you must complete a Penn State application (no downloads required) at https://psu.jobs/job/82466 in addition to downloading application materials at https://www.econjobmarket.org/.",NA,NA,NA,"UNITED STATES Pennsylvania University Park","00 - Default: Any Field","2018-12-31 00:00:00"
"90","2018-02",111461685,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","The Southwestern University of Finance and Economics","Institute of Financial Studies",NA,"Faculty Position in Finance and Economics;Permanent, Tenure Track or Tenured; Assistant Professor","Full-Time Assistant Professor, Associate Professor, and Full Professor","Position: Full-Time Assistant Professor, Associate Professor, and Full Professor (Permanent, Tenure Track or Tenured).
 
Qualification: Ph.D. or equivalent, does research in Finance or relevant areas or economics such as banking, central banking and insurance. 
 
The Institute of Financial Studies:

The IFS at SWUFE aspires to the highest level of financial research, under the leadership of Philip H. Dybvig and Jun Liu.  We now have seven assistant professors, who are already productive in research, and we seek to expand our group. We back up our commitment to research with a summer program that brings in top scholars to help the local scholars, a light teaching load, and compensation with substantial incentive pay for research success.
 
Compensation for new PhDs includes base salary and incentive pay based on publication success, a start-up research grant, housing allowance, and other fringe benefits. SWUFE is located in beautiful Chengdu, a city that is famous for its good food, relaxed atmosphere, and low cost of living. Favorable tax treatment may make a visiting appointment attractive to western scholars seeking a change of venue in an institution highly supportive of research.

Email for Applications: yedan1220@126.com  ifs@swufe.edu.cn 
For more information, please visit our website at: ifs.swufe.edu.cn or http://ifs.swufe.edu.cn/a/home/",NA,NA,NA,"CHINA Sichuan Chengdu","G0 - General","2018-12-21 00:00:00"
"91","2018-02",111461574,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","The University of Texas Rio Grande Valley","Division of Academic and Student Affairs","Economics","Economics
Tenure Track
Assistant Professor
Business and Entrepreneurship","Assistant Professor in the College of Business and Entrepreneurship / Economics","Applications are invited for one tenure-track position in Economics at the rank of Assistant Professor. Candidates must have a Ph.D. in Economics or a closely related field prior to the start of the Fall 2019 semester. Applicants specializing in Econometric Theory or Econometrics applied to fields such as Labor Economics, Industrial Organization, Development Economics, Health Economics, Macroeconomics, and Financial Economics will be considered. Candidate will be expected to teach Econometrics at the undergraduate and doctoral levels, as well as other Economics courses. 

Minimum Qualifications
Candidates must have a Ph.D. in Economics or a closely related field prior to the start of the Fall 2019 semester and must provide evidence of teaching effectiveness and strong research potential.

Discipline Specific Required Qualifications
Applicants must have earned at least 18 graduate credit hours in the field of Economics.

Preferred Qualifications
Experience at teaching a diverse student body is desirable, as is the ability to use technology to support teaching and learning. 

Desired Start Date
09/01/2019

Salary
Commensurate with Qualifications and Experience","Commensurate with Qualifications and Experience",NA,NA,"UNITED STATES Texas Rio Grande Valley","C0 - General
D0 - General
L0 - General
J0 - General
O0 - General
I0 - General
H0 - General",NA
