"","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline"
"39","2018-02",111461721,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","Innovations for Poverty Action",NA,"Peace & Recovery","Peace
Recovery
Conflict
Violence
Reconciliation
Armed Groups
Refugees/IDP
Forced Migration
Humanitarianism
Natural Disaster
State Building
Peacebuilding","Post-Doctoral Fellow, Peace & Recovery","Innovations for Poverty Action (IPA) seeks applicants for a Post-Doctoral Fellow to develop and conduct research and fieldwork as part of its Peace and Recovery (P&R) Program. The Postdoctoral Fellow will be expected to work with IPA country offices in order to develop their own research projects, and will have limited funding to invest in project development. The successful candidate will work closely with the P&R academic lead Chris Blattman (University of Chicago), or other researchers depending on the candidate<U+2019>s research interests. 

This is designed as a one-year fellowship, with possibility of renewal for one additional year. If you have an offer from an academic institution, and are interested in this Postdoctoral Fellowship, we will be happy to support discussions with your home institution such that you are able to take this opportunity to build your research pipeline. 

Further information on IPA<U+2019>s P&R Program can be found at: https://www.poverty-action.org/peace 

Applicants can view the full job description and apply at: https://www.poverty-action.org/job/post-doctoral-fellow-peace-recovery. Applications will be reviewed on a rolling basis until the position is filled.",NA,NA,NA,"UNITED STATES New York New York","O1 - Economic Development
F5 - International Relations, National Security, and International Political Economy
C9 - Design of Experiments
00 - Default: Any Field","2019-03-01 00:00:00"
"40","2018-02",111461725,"Full-Time Nonacademic","Integra FEC",NA,NA,"Blockchain
Cryptocurrency
Bitcoin
Tether
Healthcare Economics
Financial Economics
Structured Finance
Credit Ratings
Forensic Finance
Empirical
Econometrics
Machine Learning","Research Economist","Integra FEC is a boutique economic consulting firm that specializes in forensic finance, with a particular focus in identifying fraud in financial markets. Our consultants and quantitative experts investigate fraud in areas such as cryptocurrencies, healthcare, structured products (RMBS and CDO), credit ratings, and options and other derivatives.

We are recruiting bright, hardworking PhD graduates with strong quantitative and programming backgrounds who are interested in translating their academic interests into the real world of corporate financial accountability. Candidates should be very experienced with empirical research and econometrics. We are especially interested in candidates who have prior experience with cryptocurrencies including Bitcoin, Ether, and Tether, blockchain technology, and healthcare.

Main responsibilities include:
Conducting background research to develop hypotheses of where fraud occurs
Testing hypotheses through compiling and analysing data
Performing econometric analyses and statistical tests

*** Please only apply if you have graduated from a PhD Economics or Statistics program or will graduate from one by May 2019 ***

Visit our website at www.integrafec.com for more information.",NA,NA,NA,"UNITED STATES Texas Austin","G0 - General
I0 - General
C1 - Econometric and Statistical Methods and Methodology:  General","2019-01-31 00:00:00"
"41","2018-02",111461752,"Full-Time Nonacademic","International Food Policy Research Institute (IFPRI)",NA,NA,"Economics, Agricultural Economics, Pubic Policy, Bangladesh, IFPRI","Associate Research Fellow/Research Fellow  (18-150)","Job Summary:
The Poverty, Health, and Nutrition division of the International Food Policy Research Institute (IFPRI) seeks a qualified Associate Research Fellow/Research Fellow. This is a two-year exempt, renewable position based in Dhaka, Bangladesh. The successful candidate will join IFPRI<U+2019>s Policy Research and Strategy Support Program (PRSSP), a USAID-funded program, and will work closely with the Country Representative/PRSSP Chief of Party (COP) to undertake research activities and day-to-day administration of the Bangladesh country office.

Duties:
<U+2022>	Conduct research and analysis on a breadth of development issues, including but not limited to poverty, agricultural development, food security, nutrition, market systems, women<U+2019>s empowerment, and willingness to contribute to rapid demand studies.
<U+2022>	Develop and oversee individual work plans, coordinate research activities, and mentor research support staff.
<U+2022>	Play a leading role in coordinating PRSSP research and outreach activities, with a special focus on monitoring and evaluating progress of the Agriculture Policy Support Unit (APSU) of the Ministry of Agriculture.
<U+2022>	Create linkages to possible external collaborators and research groups, when possible to further IPRI<U+2019>s work.
<U+2022>	Maintain active policy communication with USAID and the Government of Bangladesh.

Click on the following link to view the complete job description http://chm.tbe.taleo.net/chm04/ats/careers/requisition.jsp?org=IFPRI&cws=37&rid=1914",NA,"18-150",NA,"BANGLADESH Dhaka","D - Microeconomics
Q1 - Agriculture","2018-12-02 00:00:00"
"42","2018-02",111461866,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","International School of Economics at Tbilisi State University (ISET)",NA,NA,"Georgia
South Caucasus
Transition","Instructor, Assistant or Associate Professor","The International School of Economics at Tbilisi State University (ISET), Georgia, expects one or more appointments at the Assistant or Associate Professor levels. Candidates in all fields are encouraged to apply.

Duties include:
<U+2022> Teaching in ISET<U+2019>s Economics MA and BA programs;
<U+2022> Supervising student research;
<U+2022> Conducting research

This will be a fixed-term 3-year appointment, renewed subject to satisfactory performance. Rank and salary will be commensurate with the candidates<U+2019> experience and academic accomplishments. Candidates are expected to have a PhD (or expect one by September 2019). Positions are subject to available funding and will be open until filled. Applicants are to submit through the JOE system a letter of interest, CV, writing samples, teaching evaluations, and three academic references.

About ISET:
ISET is an autonomous school of economics founded at Tbilisi State University in 2006 by the World Bank and a coalition of international donors and governments. Operating in English, it is designed to prepare students from the South Caucuses region for top PhD programs in the West, as well as corporate and public-service jobs in their home countries.

ISET benefits from on-going commitments from senior international scholars and has strong financial backing from international organizations and corporations","$25,000 - $75,000",NA,NA,"GEORGIA Tbilisi","00 - Default: Any Field","2018-12-31 00:00:00"
"43","2018-02",111461833,"US: Other Academic (Visiting or Temporary)","Ithaca College","Humanities and Sciences","Economics",NA,"Pre Doctoral Diversity Fellowship","The School of Humanities and Sciences at Ithaca College announces its Diversity Scholars Fellowship Program search for 2019-2020. 
Hosting two fellows, this program supports promising scholars who are committed to diversity in the academy in order to better prepare them for tenure track appointments at liberal arts or comprehensive colleges/universities.  Applications are welcome in the following areas/departments: Communication Studies, Economics, Education, Modern Languages and Literatures, Psychology, Sociology, Women<U+2019>s and Gender Studies, along with Writing.  

Fellowships are for the academic year (<U+2019>19-20) and Fellows will receive a $33,000 stipend, $5,000 in travel/professional development support, relocation reimbursement, office space, health benefits, and access to Ithaca College and Cornell University libraries. Fellows will teach one course in the fall semester and one course in the spring semester. 

Please email Dr. Shaianne Osterreich, Economics Department Chair, at sosterreich@ithaca.edu or follow this link for more info: https://ithaca.peopleadmin.com/postings/14748
",NA,NA,NA,"UNITED STATES New York Ithaca","00 - Default: Any Field","2019-01-31 00:00:00"
"44","2018-02",111461729,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","KAIST (Korea Advanced Institute of Science and Technology)","College of Business","Finance","Finance","Assistant, Associate, or Full Professors","Faculty Positions In Finance:

KAIST College of Business invites applications for tenure-track (or tenured) Assistant, Associate, or Full Professors in all areas of Finance including asset pricing, corporate finance, banking, insurance, and green (sustainable) finance. In addition, there is an opening for a non-tenure track faculty position (renewable three-year appointment) in all ranks with more teaching responsibilities.
					

Job Qualifications:

Candidates must have a Ph.D. degree or be in the final stage of their dissertation, and be qualified to teach at the undergraduate and graduate levels. 

School Environment:

KAIST College of Business was included in <U+2018>2011 Top 100 Global MBA Financial Times Ranking,<U+2019> and ranked 20th in <U+2018>2015 Executive Education Financial Times Ranking.<U+2019> Our school is located in Seoul, Korea and is an AACSB/EQUIS-accredited school with leading MBA and Executive Programs as well as academically-oriented Master and Ph.D. programs. Both our faculty members and PhD students pursue high quality research, and their recent publications appear in top finance journals such as Journal of Finance, Journal of Financial Economics, and the Review of Financial Studies. We provide an excellent research environment that includes a low teaching load (6 credit hours per year for the first 3 years, and then 6 to 9 credit hours per year based on individual preference), active seminar series, and subscriptions of the voluminous database widely used by finance academics/practitioners mostly with the WRDS platform and the Bloomberg terminal. For more information about the business school, please visit our website at www.business.kaist.edu. In addition, our school offers a comprehensive and generous fringe benefit package including faculty campus housing (free for the first two years) and substantial start-up research funds, which can be used in part to cover moving expenses from around the world.

http://www.business.kaist.edu/ 

Application Procedure:

Interested applicants should send curriculum vitae, selected papers, and three letters of recommendation to shjoo2006@kaist.ac.kr . Applications will be accepted until the positions are filled, while applicants with completed applications received by December 28th, 2018 will be reviewed for interview at the 2019 AFA/AEA Meetings.
",NA,NA,NA,"KOREA, REPUBLIC OF Seoul Seoul","G - Financial Economics","2019-01-31 00:00:00"
"45","2018-02",111461853,"Full-Time Nonacademic","Korea Rural Economic Institute",NA,NA,"Korea, KREI, Rural, Agriculture, Research on Economics, Agricultural Economics","Research Fellow","Korea Rural Economic Institute (KREI) invites applications for research fellow positions in the above areas, but applicants in other areas will also be seriously considered. Applicants must possess, or be a candidate for, Ph.D. in economics, and the position requires fluency in Korean

Applicants should submit a curriculum vita(including 1page a statement of purpose), One copy of one of the following: Ph.D. thesis, published paper and job market paper(the applicant must be the first author of submitted paper). Application materials should be submitted electronically to Mr. Kim Hong-Won  at recruit@krei.re.kr by Dec 7, 2018. Successful applicants will be contacted to arrange and interview at ASSA annual Meetings(in Jan. 2018[Atlanta]). For any queries, candidates are encouraged to contact Dr. Goo  Ja-Chon at +82-61-820-2023 selenium78@krei.re.kr or Kim Hong-Won at +82-61-820-2184.",NA,NA,NA,"KOREA, REPUBLIC OF Jeonnam Naju","A - General Economics and Teaching
Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics
R - Urban, Rural, Regional, Real Estate, and Transportation Economics
F - International Economics
G - Financial Economics
I - Health, Education, and Welfare
O - Economic Development, Innovation, Technological Change, and Growth
C - Mathematical and Quantitative Methods
E - Macroeconomics and Monetary Economics
D - Microeconomics",NA
"46","2018-02",111461856,"Full-Time Nonacademic","Korea Small Business Institute (KOSBI)",NA,NA,"KOSBI, Korea, Microeconomics, Macroeconomics, Econometrics, Statistics Analysis, SME Policy Information & Evaluation, SME Globalization Research, Innovation & Growth, Shared Growth, Self-employed, SME North-East Asia Economic Research, Regulatory Impact Evaluation, Business Model Research","Associate Research Fellow (Doctoral)","The Korea Small Business Institute (KOSBI) has played a leading role in the growth and development of SMEs since its foundation in 1993. Since KOSBI has been designated as a Non-Classified Public Institution in January 2015, we have been exerting great efforts to fulfill our social responsibility as a public research institute. As it has become crucial that the innovative growth is rising as a global economic power for creating new industries and jobs, the role of SMEs as a key player of innovation comes to the fore. KOSBI employs those in any field of economics with a Ph.D. degree, or expect the degree by August 2019, to undertake related researches. 

Applicants should submit the required documents via email (Cover Letter, CV, Job Market Paper, and Three Letters of Reference) to recruit@kosbi.re.kr, or apply through the JOE system.For more information, please email to recruit@kosbi.re.kr.

Application Requirements:
Cover Letter, CV, Job Market Paper, Letters of Reference

Application deadline: 12/09/2018
","50000~60000$",NA,NA,"KOREA, REPUBLIC OF Seoul","00 - Default: Any Field","2018-12-09 00:00:00"
"47","2018-02",111461714,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Marietta College",NA,NA,NA,"Assistant Professor of Economics","Company Description:
Industry leaders, educated citizens, difference makers--Pioneers.

For nearly two centuries, Marietta College has stood as the beacon on the hill for young adults seeking to better their lives and to turn their life's passions into actionable good in the world. One of the finest liberal arts colleges in the nation, Marietta offers nearly 50 undergraduate programs, including the best liberal arts-based Petroleum Engineering curriculum in the nation and an Education program that boasts a 100 percent job placement for its graduates. The College also offers graduate programs in Physician Assistant Studies, Psychology and Athletic Training.

At Marietta, students learn from talented faculty members who are respected in their fields and wholly dedicated to teaching the next generation of leaders. These professors share their knowledge with students and challenge them to develop their skill sets through serious research, experiential opportunities and internships. Every student completes Marietta's rigorous General Education Curriculum, which builds strong communication skills and exposes students to new ideas and interests.

Our varsity athletic teams compete in NCAA Division III and against some of the best in the nation as a member of the Ohio Athletic Conference. Marietta has won six national championships and 61 conference titles, including an OAC-record four consecutive men's basketball titles (2014-18).

More than 25,000 living members of The Long Blue Line proudly support their alma mater and help current students gain internships and connections into their chosen industries. This support, in addition to the vibrant growth on campus, is one of the reasons why The Chronicle of Higher Education named Marietta College one of the Great Colleges to Work For.
Marietta's timeless education began in 1797, when descendants of pioneers of the Northwest Territory established the Muskingum Academy. The institution was chartered in 1835 by the state of Ohio, making Marietta College one of 37 Revolutionary Colleges and home to the 16th oldest chapter of the most prestigious academic honorary, Phi Beta Kappa. From its earliest moments until well into the future, Marietta College cherishes its role in educating individuals and inspiring them to Bring Forth a Pioneer!

Job Description:
Marietta College invites applications for a tenure-track Assistant Professor position in Economics.
The Department of Business & Economics offers Bachelor of Arts in Accounting, Public Accounting, Economics, Finance, International Business, Land & Energy Management, Management, Marketing, and Sport Management.

Teaching responsibilities: undergraduate introductory and intermediate courses in macroeconomics, money & banking, international trade, econometrics plus other economics courses in the areas of interest and expertise of the applicant.
Duties include supervising student capstone research, developing and maintaining the curriculum, advising students, serving on committees, and engaging in professional development.

Requirements:
Ph.D. or A.B.D. in Economics is required.
Teaching experience is strongly preferred.

Additional Information:
Starting date: August 2019
Review of applications will begin on January 7, 2019 and continue until the position is filled.

Application Instructions:
Interested applicants should submit a cover letter, CV, and contact information for three professional references. All applications/resumes must be submitted through this online process. We regret that we are unable to accept applications or resumes submitted by mail, email, or fax. As you are submitting your application via this online process, please be sure to provide an accurate email address. You will then receive an acknowledgment indicating your application materials have been received.

Marietta College is an equal opportunity educator and employer that values diversity. The College seeks to enhance the diversity of its faculty and staff. People of color, women, veterans, and persons with disabilities are strongly encouraged to apply. Marietta College does not discriminate on the basis of age, race, color, national or ethnic origin, disability, sex, gender identity, gender expression, sexual orientation, or religious affiliation.


Apply Here: http://www.Click2Apply.net/r495z3y234rg7wqn

PI105103568
",NA,NA,NA,"UNITED STATES Ohio Marietta","00 - Default: Any Field","2019-01-31 00:00:00"
"48","2018-02",111461807,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","Massachusetts Institute of Technology",NA,"Abdul Latif Jameel Poverty Action Lab","Postdoctoral, Global, Poverty, RCTs, Policy, Randomized Trials, Data Science, Data Security, Big Data","Postdoctoral Associate - J-PAL Global","J-PAL<U+2019>s research group will be hiring up to three postdoctoral associates who are interested in conducting and supporting research on innovative methodologies associated with randomized trials, with several possible areas of focus, such as econometric and survey methods, research with administrative data, and data science, data security, and big data. 

The Abdul Latif Jameel Poverty Action Lab (J-PAL) is a research center at the Economics Department at the Massachusetts Institute of Technology (MIT) in Cambridge, MA. J-PAL<U+2019>s mission is to reduce poverty by ensuring that policy is informed by scientific evidence, and research is translated into action.

Postdocs will contribute to at least one of two possible areas of work: 
1)	Collection, publication, documentation, and combination of data from RCTs for methods-focused projects that use this data;
2)	J-PAL<U+2019>s new Innovations, Data, Experiments, and Action (IDEA) initiative, which aims to tap administrative data collected by firms, governments, non-profit organizations and others to generate new research.

Candidates should have an active research agenda that relates to one of those themes. 

For a full job description go to: https://www.povertyactionlab.org/careers/postdoctoral-associate-j-pal-global-102760",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","O1 - Economic Development",NA
"49","2018-02",111461710,"Full-Time Nonacademic","Massachusetts Institute of Technology",NA,"Abdul Latif Jameel Poverty Action Lab - J-PAL","Randomized Evaluations; International; Development","Senior Manager in Research, Education, and Training","This position is part of J-PAL Global<U+2019>s Research, Education, and Training (RET) team and focuses on our external course portfolio and capacity building work. J-PAL<U+2019>s training and capacity building activities focus on introducing policymakers to impact evaluation methods, building data analysis and field research skills of evaluation specialists, researchers, and research staff at J-PAL and its partner organizations, and disseminating the policy insights generated by affiliate researchers through case studies and workshops. 

In this position, you will take a strategic leadership role in the development of J-PAL<U+2019>s global training portfolio and advise the work of J-PAL<U+2019>s worldwide offices in capacity building and training. This includes analyzing the contribution of our trainings to J-PAL<U+2019>s mission, and working with J-PAL leadership in strategic planning. You will directly manage one or two staff and oversee the work of teams within RET who build out data analysis tools, create new reference and teaching materials, implement training courses, and support our online courses.

Continued experience in research are vital to successfully leading our capacity building activities. PhD-level candidates may spend 25 percent of their time on independent original research that involves randomized evaluations.

For a full position description go to: https://www.povertyactionlab.org/careers/senior-manager-research-education-and-training-j-pal-102750",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field
O1 - Economic Development",NA
"50","2018-02",111461788,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Massachusetts Institute of Technology (MIT)",NA,"Institute for Data, Systems, and Society (IDSS)","Tenure-Track Faculty Positions","Faculty Positions - AI in Social and Engineering Systems","The MIT Institute for Data, Systems, and Society (IDSS) is seeking candidates for tenure-track faculty positions starting in July 2019 or on a mutually agreed date thereafter. Appointments will be at the assistant or untenured associate professor level. Appointments will be made in partnership with MIT departments and IDSS. Candidates must have a Ph.D. in Engineering, Computer Science, Operations Research, Economics or a related field by the start of their employment. Faculty duties include teaching, research, supervision of graduate and undergraduate students and service to the Institute and profession. The search is focused on the general area of AI as it interacts with physical or social systems. We will consider candidates with backgrounds and interests in the general areas of networks, statistics, machine learning, and data-driven decision making as they pertain to complex societal challenges. Further information is available at: https://school-of-engineering-faculty-search.mit.edu/idss-ai/
Please submit a complete application by January 1, 2019.

MIT is an equal opportunity employer. Women and underrepresented minorities are encouraged to apply.",NA,"44660",NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field",NA
"51","2018-02",111461834,"Full-Time Nonacademic","Mathematica Policy Research","Human Services",NA,NA,"Human Services Researcher","Mathematica Policy Research is seeking researchers for our Human Services Division. Mathematica is a nationally-recognized nonpartisan policy research organization that conducts policy analysis, program evaluation, data collection, and data analytics, and provides technical assistance to help programs build and use evidence effectively. We improve public well-being by bringing the highest standards of quality, objectivity, and excellence to bear on the work we do for federal, state, and local government agencies, as well as private foundations. The following projects illustrate the type of work we currently have under way.

       <U+2022> Using behavioral science to design and evaluate program improvements
       <U+2022> Estimating the prevalence of identity theft in the SNAP (food stamp) program
       <U+2022> Using predictive analytics to better understand the characteristics of children and families who use child welfare and Medicaid services
       <U+2022> Evaluating programs that provide coaching for hard-to-employ low-income populations
       <U+2022> Examining the impacts of charter schools on students' achievement
       <U+2022> Providing TANF agencies evidence-based technical assistance on improving their services
       <U+2022> Providing school districts with assistance on developing approaches to strengthen the professional development of teachers and principals

Mathematica is seeking researchers for our Human Services division to conduct studies and technical assistance projects in education, family support, child welfare, child development, labor, criminal justice, and related topics analyses. Duties may include:

      <U+2022>	Designing rigorous methods for evaluating programs and policies, conduct analyses, review and synthesize existing evidence, draft briefs and reports
      <U+2022>	Helping program administrators and policymakers make decisions by cleaning, organizing, analyzing, and presenting large amounts of data 
      <U+2022>	Guiding programs and policymakers in using evidence to make decisions
      <U+2022>	Providing assistance to programs and other organizations on conducting evaluations
      <U+2022>	Presenting findings to policy, practitioner, and researcher audiences 

You would join our multidisciplinary staff of over 300 doctoral-level researchers. We offer our employees a team-oriented mission-driven work environment, competitive salaries, a comprehensive benefits package, and employee ownership. We strongly encourage applications by researchers of all racial, ethnic, and cultural groups.

Qualifications: 
      <U+2022>	Ph.D. or equivalent in economics, statistics, public policy, or a related field
      <U+2022>	Strong quantitative analytical skills
      <U+2022>	Excellent written and oral communication skills, including an ability to translate complex research methods and findings for a practitioner and policy audience
      <U+2022>	Ability to work well in teams 

Mathematica, a nationally recognized, nonpartisan research organization, has offices in Princeton, NJ, Washington, DC, Cambridge, MA, Ann Arbor, MI, Oakland, CA, Seattle, WA and Chicago, IL. Mathematica offers competitive salary and benefits packages(http://www.mathematica-mpr.com/career-opportunities/benefits-at-a-glance). For additional information, please visit our website: www.mathematica-mpr.com.
To Apply For a Researcher Position

A cover letter, CV, and writing sample or job market paper must be submitted at the time of application via our online application system. 

https://careers.mathematica-mpr.com/job/washington/human-services-researcher/727/9313790

Mathematica is an equal opportunity/affirmative action employer. We consider applicants for all positions without regard to race; color; religion; sex; national origin; age; sexual orientation; gender identity or expression; marital; family; or veteran status; the presence of a non-job-related medical condition or disability; or any other legally protected status. In keeping with our commitment, we strongly encourage women, minorities, veterans, and people with disabilities to apply.",NA,NA,NA,"UNITED STATES California Oakland
UNITED STATES District of Columbia
UNITED STATES Illinois Chicago
UNITED STATES Massachusetts Cambridge
UNITED STATES New Jersey Princeton","I - Health, Education, and Welfare
J - Labor and Demographic Economics
C - Mathematical and Quantitative Methods","2018-12-03 00:00:00"
"52","2018-02",111461902,"US: Other Academic (Visiting or Temporary)","Michigan State University","College of Social Science","Department of Economics","Microeconomics
Macroeconomics
Principles Teaching
Large-Class Teaching","Instructor","Subject to the approval of the Office of the Provost, the Department of Economics at Michigan State University in East Lansing seeks applications for a full-time instructor with an expected start date of August 16, 2019 and it will be on an academic year basis. The Department is interested in candidates who will contribute to diversity and equal opportunity in higher education through their teaching, research, and service.

Candidates must be able to teach microeconomics and macroeconomics principles courses in a large-class environment.  Experience teaching intermediate level courses and experience with online instruction is also desirable.

Ideal candidates will have an established record of high-quality teaching. However, candidates with less experience will be considered, especially new PhDs who have taught large classes as part of their graduate training.  A PhD is desirable, but candidates with a strong teaching record who do not have a PhD will be considered carefully.

This position involves a 3/3 teaching load.  This is a non-tenure-track position with multi-year contracts available.  Compensation is competitive, and commensurate with experience.  

The search will continue until the position is filled.  For most favorable consideration, applications should be received by December 6, 2018. We plan to interview promising candidates at the AEA winter meetings in January, 2019 in Atlanta.  

Michigan State University is located in East Lansing, MI, with easy access to the state capital, Lake Michigan, and award-winning school districts. MSU is also pro-active in exploring opportunities for employment for dual career couples, both inside and outside the University. Information about MSU's dual career support can be found at http://miwin.msu.edu/.  

MSU is an affirmative action, equal opportunity employer. MSU is committed to achieving excellence through cultural diversity.  The university actively encourages applications and/or nominations of women, persons of color, veterans and persons with disabilities.","Commensurate with experience",NA,NA,"UNITED STATES Michigan East Lansing","A - General Economics and Teaching",NA
"53","2018-02",111461737,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Minerva Schools at KGI","Arts and Sciences","Social Sciences","economic development, econometrics, economic theory, applied economics, global macroeconomics","Faculty - Economics","We are currently appointing faculty to teach undergraduate courses in the social sciences beginning in the 2019-2020 academic year. We welcome applications from people at all career stages (e.g., Assistant, Associate and full Professor levels). Our courses are broad, and we are especially interested in applicants with degrees in economics who could teach a number of different classes. This position is remote. 

All Minerva classes are held on the Minerva Active Learning Forum, a web-based platform that supports real-time, synchronous seminars with high levels of student-faculty interaction. Students live together in residence halls, traveling to 7 different cities over their four undergraduate years of study. Because all classes are taught on our technology platform, you have complete flexibility to teach at Minerva via computer from any geographic location where there are good internet connections.

We require a Ph.D. in a relevant discipline (e.g., economics) and documented teaching experience. ABD applicants accepted if the degree will be complete by August 1, 2019. Candidates should submit a cover letter, a recent c.v., and contact information for three references. For full consideration, please submit all required materials by December 20, 2018.",NA,NA,NA,"UNITED STATES California Remote","00 - Default: Any Field",NA
"54","2018-02",111461735,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Missouri Western State University",NA,"Human Resources",NA,"Assistant Professor - Economics","Assistant Professor - Economics <U+2013> (tenure-track, two positions) - The Department of Economics, Political Science, and Sociology at Missouri Western State University invites applications for two tenure-track positions in Economics at the Assistant Professor rank beginning August 2019. The successful candidate should possess a strong commitment to undergraduate teaching and preferably a demonstrated record of teaching excellence. Appointees are additionally expected to maintain an active research agenda leading to peer-reviewed publications, and to participate in a range of service activities. We are particularly interested in candidates with experience in building an internship program and with experience in the assessment of program level student learning outcomes. Prior experience with or interest in online teaching and the recruitment and retention of students into the program is preferred. While fields of specialization are open, the standard teaching load is twelve hours per semester. Required: Ph.D. in Economics. Candidates who are ABD will be considered. Employment is contingent upon proof of the legal right to work in the U.S. An appointment is not final until all documents are provided. Qualified candidates must submit a letter of interest, curriculum vitae, unofficial transcripts, one recent paper, one-page statement of teaching philosophy, evidence of teaching effectiveness, and contact information for three references sent electronically to: recruitment@missouriwestern.edu. Review of applications begins immediately and continues until positions are filled. Please submit all application materials by December 7, 2018. EOE

",NA,NA,NA,"UNITED STATES Missouri Saint Joseph","A - General Economics and Teaching","2018-12-07 00:00:00"
"55","2018-02",111461819,"International: Other Academic (Visiting or Temporary)","Monash University","Monash Business School","Economics","Network Economics","Post-Doctoral Fellow in Network Economics","The Department of Economics at Monash University in Melbourne, Australia is looking for expressions of interest in a post-doctoral fellow in the area of Network Economics. It is looking to appoint an early career researcher in network economics for a 1 or 2 year position. It is expected that the person will work closely with Professor Yves Zenou and Associate Professor Arthur Campbell, and contribute to the overall research environment in the department. The starting date is flexible but it is envisaged that it will be between July-September 2019.","$92,000 - $110,000",NA,NA,"AUSTRALIA Victoria Melbourne","D - Microeconomics",NA
"56","2018-02",111461400,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Murray State University","Arthur J. Bauernfeind College of Business","Department of Economics and Finance","Any field
Regional Economics
International Economics","Assistant Professor of Economics","Assistant Professor of Economics, Department of Economics and Finance, Murray State University. Full time, tenure track position to begin August 2019.

The Department of Economics and Finance at Murray State University anticipates having a tenure track opening at the rank of assistant professor beginning August 2019. All fields are encouraged to apply, but we have particular interest in candidates in regional economic development and/or international economics.  The ideal candidate should be able to teach undergraduate courses in their fields of interest, as well as Principles of Economics. The successful candidate will also have the opportunity to develop elective courses in their areas of interest.  The ability to teach in our Master<U+2019>s of Economic Development program would be very beneficial.

The successful candidate must have a documented plan for completing the Ph.D. prior to August of 2019.

Candidates must demonstrate commitment to teaching and research excellence. The successful candidate will also be expected to provide service to the University and outside stakeholders. The typical course load would be three courses per semester and may include web or interactive TV instruction.

Murray State University is an AACSB accredited, state supported, institution, located in the beautiful Kentucky Lake area of western Kentucky. Murray State University has been consistently recognized on Forbes<U+2019> <U+201C>America<U+2019>s Best Colleges<U+201D> list, the Chronicle of Higher Education<U+2019>s <U+201C>Great Colleges to Work For,<U+201D> and as <U+201C>Top Tier<U+201D> University by U.S. News and World Report.

Representatives of the Department will be at the ASSA meetings in Atlanta in January 2019. 

To apply online go to www.murraystatejobs.com and search under faculty (tenure-track) positions. Please attach a letter of application, curriculum vitae, unofficial graduate transcripts, evidence of teaching effectiveness and a recent research paper. Murray State University is an equal education and employment opportunity, M/F/D, AA employer.",NA,NA,NA,"UNITED STATES Kentucky Murray","00 - Default: Any Field
R1 - General Regional Economics
F - International Economics","2019-01-15 00:00:00"
"57","2018-02",111461732,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Nanjing Audit University",NA,"Institute for Social and Economic Research","Microeconomic Theory, Market Design, Auction, Matching","Assistant Professor, Associate Professor, or Professor","Nanjing Audit University (NAU, http://www.nau.edu.cn), ranked 45th in China based on the average entrance score of the National College Entrance Exams, has more than sixteen thousand full time students. NAU's main campus is often regarded as <U+201C>the most beautiful new campus<U+201D> in China.

Established in 2016 in response to the university<U+2019>s pursuit of high quality research and teaching, the Institute for Social and Economic Research (ISER, http://iser.nau.edu.cn) continues to actively recruit new faculty members, and invites applications for 3-4 full-time faculty positions at the assistant, associate, or full professor levels. Candidates in the field of Microeconomic Theory, especially Market Design, will be considered. Salary and benefits are internationally competitive. 

Applicants should expect to complete a Ph.D. by August 1, 2019. Candidates should apply by December 15, 2018 to be interviewed at the AEA meetings in Atlanta. The positions are open until filled. Applications must be submitted electronically through JOE Application. A complete application should include 1) cover letter; 2) CV; 3) three reference letters; 4) samples of research. If you have any questions regarding the recruitment process, feel free to contact our hiring committee at ISER@nau.edu.cn.",NA,NA,NA,"CHINA Jiangsu Nanjing","D0 - General","2018-12-15 00:00:00"
